,Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation
0,1006032852,Sexy,Low,4.6,M,Summer,o-neck,sleevless,empire,,chiffon,ruffles,animal,1
1,1212192089,Casual,Low,0.0,L,Summer,o-neck,Petal,natural,microfiber,,ruffles,animal,0
2,1190380701,vintage,High,0.0,L,Automn,o-neck,full,natural,polyster,,,print,0
3,966005983,Brief,Average,4.6,L,Spring,o-neck,full,natural,silk,chiffon,embroidary,print,1
4,876339541,cute,Low,4.5,M,Summer,o-neck,butterfly,natural,chiffonfabric,chiffon,bow,dot,0
5,1068332458,bohemian,Low,0.0,M,Summer,v-neck,sleevless,empire,,,,print,0
6,1220707172,Casual,Average,0.0,XL,Summer,o-neck,full,,cotton,,,solid,0
7,1219677488,Novelty,Average,0.0,free,Automn,o-neck,short,natural,polyster,broadcloth,lace,,0
8,1113094204,Flare,Average,0.0,free,Spring,v-neck,short,empire,cotton,broadcloth,beading,solid,1
9,985292672,bohemian,Low,0.0,free,Summer,v-neck,sleevless,natural,nylon,chiffon,,,1
10,1117293701,party,Average,5.0,free,Summer,o-neck,full,natural,polyster,broadcloth,lace,solid,0
11,898481530,Flare,Average,0.0,free,Spring,v-neck,short,,nylon,,,animal,0
12,957723897,sexy,Low,4.7,M,Winter,o-neck,threequarter,,,chiffon,lace,print,1
13,749031896,vintage,Average,4.8,M,Summer,o-neck,short,empire,cotton,jersey,,animal,1
14,1055411544,Casual,Low,5.0,M,Summer,boat-neck,short,,cotton,,sashes,solid,0
15,1162628131,Casual,Low,0.0,free,Winter,boat-neck,full,,other,other,lace,,0
16,624314841,cute,Average,4.7,L,spring,o-neck,short,,cotton,,sashes,solid,1
17,830467746,bohemian,Medium,5.0,free,Automn,o-neck,full,natural,,,hollowout,patchwork,1
18,840857118,Brief,Average,0.0,M,Winter,peterpan-collor,threequarter,natural,cotton,,,patchwork,0
19,1113221101,Sexy,Average,5.0,M,Automn,o-neck,sleevless,empire,milksilk,,,,1
20,861754372,Sexy,Average,4.5,L,Automn,o-neck,full,,cotton,,beading,solid,0
21,856178100,Casual,Low,4.3,M,Summer,o-neck,sleevless,natural,,chiffon,,solid,0
22,1122989777,Brief,Low,4.0,XL,Summer,v-neck,short,natural,cotton,,pockets,solid,0
23,840516484,Sexy,Average,4.7,S,Summer,v-neck,sleevless,empire,cotton,,sequined,solid,1
24,768517084,Sexy,Average,0.0,free,Automn,v-neck,sleevless,natural,polyster,,lace,patchwork,0
25,1139843344,Sexy,Average,0.0,M,Automn,o-neck,sleevless,empire,cotton,broadcloth,,print,0
26,1004212992,Sexy,Average,4.7,M,Spring,o-neck,sleevless,natural,,,,solid,1
27,1235426503,Casual,Low,0.0,L,Summer,o-neck,sleevless,natural,cotton,jersey,,print,0
28,942808364,cute,Low,4.3,free,Automn,o-neck,sleevless,natural,polyster,chiffon,sashes,striped,0
29,629131530,cute,Low,4.7,M,Spring,ruffled,short,empire,chiffonfabric,chiffon,bow,dot,1
30,851945460,Casual,Average,4.6,L,Automn,o-neck,sleevless,empire,polyster,chiffon,ruffles,solid,0
31,1150275464,Casual,Low,0.0,M,Spring,o-neck,sleevless,natural,silk,chiffon,applique,solid,1
32,1026634314,Casual,Average,4.4,L,Automn,o-neck,sleevless,natural,linen,chiffon,ruffles,animal,0
33,978773911,Brief,Average,4.3,L,Spring,o-neck,sleevless,empire,,,bow,solid,1
34,827791337,party,High,4.7,M,Spring,o-neck,threequarter,,,,,print,0
35,640823350,Casual,Low,4.6,free,Winter,boat-neck,full,natural,cotton,,,patchwork,1
36,801861988,vintage,Average,4.6,free,Winter,o-neck,full,natural,,chiffon,,print,1
37,1060207186,Brief,Average,0.0,M,Automn,o-neck,short,natural,cotton,,,print,0
38,1054679816,party,Average,4.6,M,Winter,o-neck,sleevless,natural,cotton,,lace,solid,1
39,941190190,Casual,Average,4.5,M,Spring,v-neck,short,empire,cotton,,button,solid,1
40,943844640,Brief,Average,5.0,free,Spring,v-neck,sleevless,natural,cotton,broadcloth,lace,solid,1
41,661795386,Brief,Low,4.4,L,Automn,o-neck,halfsleeve,natural,rayon,chiffon,sashes,solid,0
42,875312593,Casual,Average,4.8,M,Winter,o-neck,short,natural,lycra,broadcloth,applique,patchwork,0
43,971387676,Casual,Low,4.8,free,Spring,o-neck,sleevless,natural,cotton,,,print,0
44,1021185637,vintage,Average,4.8,M,Winter,o-neck,sleevless,natural,cotton,,,patchwork,1
45,1163826114,Sexy,Average,0.0,M,Winter,o-neck,short,natural,,,lace,solid,0
46,735635595,Sexy,Average,4.8,L,Spring,v-neck,threequarter,empire,polyster,,lace,geometric,0
47,1175184188,Casual,Average,0.0,M,Summer,o-neck,halfsleeve,natural,cotton,chiffon,ruffles,dot,1
48,679415939,Casual,Low,4.7,M,Summer,o-neck,sleevless,empire,milksilk,,,solid,0
49,884147971,Casual,Medium,0.0,L,Winter,boat-neck,full,empire,,,,solid,1
50,841203385,Sexy,Low,5.0,free,Summer,v-neck,sleevless,empire,,chiffon,,animal,1
51,1117997056,Casual,Low,4.3,free,Summer,o-neck,sleevless,,milksilk,,,animal,0
52,1160536550,Casual,Average,0.0,L,Spring,o-neck,halfsleeve,natural,polyster,chiffon,hollowout,solid,1
53,828623528,Casual,Average,4.6,free,Automn,o-neck,sleevless,natural,polyster,chiffon,sashes,solid,1
54,763708514,sexy,Average,4.5,M,Spring,o-neck,threequarter,natural,polyster,,lace,geometric,0
55,1153442065,Novelty,Average,0.0,S,Winter,turndowncollor,full,natural,cotton,,,patchwork,0
56,743729613,Casual,Average,4.9,S,Winter,turndowncollor,full,natural,cotton,,,solid,1
57,1000493051,sexy,Low,4.6,L,Automn,o-neck,sleevless,natural,,,lace,solid,1
58,911085061,bohemian,Low,4.5,M,Summer,v-neck,sleevless,natural,polyster,,,print,1
59,1174854264,work,Average,0.0,M,Automn,slash-neck,sleevless,natural,polyster,,bow,patchwork,0
60,1053296757,cute,High,0.0,M,Spring,v-neck,full,natural,rayon,,,solid,1
61,1033843327,Casual,Average,0.0,free,Spring,o-neck,short,natural,cotton,,hollowout,plaid,0
62,1083779666,Casual,Average,5.0,M,Summer,o-neck,short,empire,polyster,chiffon,,animal,0
63,746255172,Casual,Average,4.7,M,spring,o-neck,sleevless,natural,,chiffon,sashes,solid,0
64,1100974555,Sexy,Low,4.0,S,Automn,o-neck,sleevless,empire,cotton,,,solid,1
65,1019134411,Casual,Average,5.0,M,Automn,v-neck,short,natural,cotton,broadcloth,beading,solid,0
66,1072477320,Casual,Low,0.0,free,Summer,v-neck,halfsleeve,natural,silk,broadcloth,applique,solid,0
67,638423913,Casual,Medium,4.5,S,Winter,o-neck,full,natural,polyster,,,patchwork,1
68,936425780,work,Average,4.8,L,Summer,v-neck,short,natural,polyster,,hollowout,solid,0
69,1146088956,Casual,Medium,0.0,M,Automn,v-neck,short,empire,polyster,,,solid,0
70,864253055,bohemian,Average,5.0,free,Summer,v-neck,sleevless,natural,cotton,batik,,print,1
71,1210582154,sexy,Low,0.0,M,Spring,v-neck,short,natural,polyster,satin,ruffles,solid,1
72,926480831,Sexy,Average,4.2,M,Winter,v-neck,sleevless,natural,cotton,flannael,,solid,0
73,757260823,Casual,Low,4.8,free,Spring,o-neck,full,natural,cotton,worsted,lace,solid,0
74,630561922,Casual,Low,4.4,S,Automn,o-neck,sleevless,natural,polyster,,,solid,0
75,734061929,Casual,Low,4.7,L,Spring,o-neck,short,,chiffonfabric,chiffon,bow,dot,0
76,842060995,Casual,Average,5.0,XL,Winter,boat-neck,full,,cotton,,,geometric,1
77,1078431253,Casual,Low,0.0,free,Spring,v-neck,sleevless,,cotton,,,print,0
78,939770391,Casual,Average,0.0,free,Spring,o-neck,sleevless,natural,,chiffon,,solid,0
79,943188872,bohemian,very-high,4.7,free,Winter,v-neck,sleevless,,polyster,,,,1
80,1130994272,Casual,Low,5.0,M,Summer,v-neck,sleevless,empire,polyster,chiffon,ruffles,animal,0
81,907117649,party,Average,4.7,M,Spring,v-neck,sleevless,natural,polyster,chiffon,hollowout,solid,0
82,967999477,Sexy,Low,5.0,free,Spring,o-neck,full,natural,cotton,worsted,,striped,0
83,944656411,vintage,Low,4.6,M,Summer,o-neck,short,natural,,chiffon,,print,0
84,1096779299,Casual,Average,0.0,free,Winter,o-neck,halfsleeve,empire,polyster,chiffon,hollowout,solid,0
85,1036333255,Casual,low,4.9,L,Summer,boat-neck,short,,,chiffon,,patchwork,1
86,1065316076,Casual,Low,0.0,S,Automn,o-neck,full,natural,,,beading,solid,1
87,995802744,Sexy,Average,4.0,S,Automn,v-neck,sleevless,,rayon,chiffon,,patchwork,1
88,1018110870,Sexy,Low,5.0,M,Automn,o-neck,full,natural,,chiffon,lace,print,1
89,850586379,Brief,Average,4.6,M,Winter,peterpan-collor,threequarter,,cotton,,,solid,0
90,1169895668,Casual,Average,0.0,L,Spring,boat-neck,sleevless,natural,cotton,,applique,patchwork,1
91,688966772,Casual,Average,4.8,L,Winter,o-neck,short,natural,cotton,,pockets,solid,1
92,1194626925,OL,Medium,0.0,M,Winter,mandarin-collor,halfsleeve,natural,cotton,,sashes,solid,0
93,876708804,Sexy,Low,4.8,M,Spring,o-neck,halfsleeve,natural,silk,,,solid,0
94,1118628066,Casual,Medium,0.0,S,Spring,v-neck,full,,,,,animal,1
95,1027818824,Casual,Medium,0.0,M,Spring,v-neck,threequarter,natural,silk,chiffon,ruffles,solid,1
96,891103323,Casual,Average,0.0,M,Spring,o-neck,sleevless,natural,silk,,,print,0
97,1166855026,Casual,Average,0.0,free,Winter,v-neck,full,natural,,chiffon,ruffles,print,0
98,1023850025,vintage,Low,4.8,S,Summer,o-neck,short,natural,,chiffon,ruffles,print,0
99,805438829,Sexy,Low,4.8,L,Summer,v-neck,full,natural,cotton,jersey,applique,print,1
100,836788720,fashion,Average,4.0,free,Summer,open,full,,cotton,,sequined,solid,0
101,835787654,Casual,Average,4.7,L,Summer,v-neck,short,natural,,,,print,1
102,1148457078,Casual,Low,0.0,free,Winter,o-neck,halfsleeve,natural,polyster,worsted,,patchwork,1
103,887476609,bohemian,Low,4.8,free,Summer,o-neck,short,,,,,animal,1
104,535968075,work,Medium,4.6,L,Winter,sqare-collor,short,empire,cotton,,Tiered,solid,0
105,892801580,vintage,Average,4.7,L,Summer,o-neck,short,natural,cotton,,button,solid,0
106,732650169,cute,Low,4.7,M,Spring,o-neck,short,empire,polyster,chiffon,ruffles,dot,1
107,680070369,Casual,Low,4.6,free,Automn,o-neck,full,natural,cotton,,,solid,1
108,1002440915,Casual,Medium,0.0,free,Spring,o-neck,sleevless,natural,cotton,broadcloth,sequined,solid,1
109,737538048,Casual,Average,4.7,L,Automn,o-neck,halfsleeve,,,,lace,,0
110,1104450248,Sexy,Average,0.0,L,Automn,v-neck,sleevless,empire,,chiffon,,patchwork,0
111,797673346,Casual,Low,4.7,free,Winter,o-neck,sleevless,natural,cotton,jersey,,solid,1
112,1039982741,Casual,Average,0.0,M,Automn,o-neck,short,empire,polyster,,applique,print,0
113,829087315,cute,Average,4.8,L,Automn,slash-neck,sleevless,natural,,chiffon,hollowout,solid,0
114,1032990258,party,Average,5.0,M,Spring,o-neck,halfsleeve,natural,,,,,1
115,939422280,cute,Average,4.3,L,Winter,o-neck,sleevless,natural,,chiffon,,solid,0
116,974746803,Casual,Average,4.5,L,Spring,o-neck,short,natural,cotton,chiffon,,patchwork,0
117,1018130478,Casual,Low,4.7,L,Automn,o-neck,full,,cotton,chiffon,lace,print,0
118,956758119,Casual,Low,4.5,free,Automn,v-neck,short,natural,silk,worsted,lace,solid,0
119,903426442,sexy,Average,3.6,L,Winter,v-neck,full,natural,polyster,woolen,beading,solid,1
120,861626197,work,Average,4.8,L,Winter,v-neck,short,natural,mix,broadcloth,lace,solid,0
121,1077015977,vintage,Average,0.0,free,Summer,o-neck,sleevless,,,,,,0
122,817870237,Sexy,Low,4.6,free,Spring,o-neck,full,natural,,,lace,leopard,1
123,1078996836,Sexy,Low,0.0,free,Winter,v-neck,sleevless,empire,cotton,chiffon,,solid,1
124,881530990,work,Average,4.6,L,Spring,o-neck,short,empire,cotton,jersey,,patchwork,0
125,937046375,Casual,Average,4.4,M,Summer,o-neck,short,empire,,,lace,patchwork,0
126,870994067,cute,Low,4.9,M,Automn,o-neck,short,natural,chiffonfabric,chiffon,bow,dot,0
127,893330898,Sexy,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,0
128,822053936,party,Average,4.4,free,Automn,v-neck,threequarter,natural,,,,solid,0
129,1059959935,Casual,Average,0.0,free,Spring,o-neck,short,,cotton,,lace,,1
130,1197204708,Casual,Low,0.0,M,Summer,v-neck,full,natural,acrylic,,lace,solid,0
131,713439584,Sexy,Average,4.6,M,Winter,o-neck,full,natural,polyster,,,patchwork,1
132,732736124,work,Average,4.6,M,Spring,v-neck,full,,,chiffon,,,0
133,709353440,cute,Average,4.7,L,Winter,o-neck,sleevless,natural,chiffonfabric,,lace,solid,0
134,1031230798,bohemian,Average,4.7,L,Automn,o-neck,sleevless,natural,,chiffon,,solid,0
135,1225512606,cute,High,0.0,M,Winter,o-neck,threequarter,empire,silk,chiffon,lace,patchwork,0
136,1158347154,Casual,Average,0.0,XL,Winter,o-neck,short,empire,polyster,,button,solid,0
137,976975672,Novelty,Average,4.9,L,Automn,o-neck,short,natural,polyster,chiffon,,print,1
138,520233308,Casual,Low,4.7,M,Automn,o-neck,full,,cotton,,,solid,0
139,935827969,cute,Average,4.3,free,Summer,boat-neck,sleevless,,,,,,1
140,1130624045,Sexy,Low,0.0,free,Automn,slash-neck,short,empire,,,hollowout,solid,0
141,547555172,cute,Low,4.7,XL,Summer,o-neck,short,empire,chiffonfabric,chiffon,bow,print,0
142,1083323104,Sexy,low,4.5,L,Spring,o-neck,sleevless,,,,lace,solid,0
143,955188745,Casual,Average,4.7,M,Automn,o-neck,sleevless,,cotton,,,animal,1
144,1140306858,Casual,Average,0.0,L,Spring,boat-neck,sleevless,natural,cotton,,lace,solid,1
145,895807023,cute,low,4.7,free,Summer,o-neck,sleevless,,,chiffon,,print,1
146,818505402,Casual,low,4.4,free,Summer,turndowncollor,sleevless,natural,cotton,,,solid,0
147,897981100,Casual,Average,4.8,L,winter,v-neck,short,empire,polyster,,ruffles,solid,0
148,973481686,vintage,Average,4.3,free,winter,o-neck,short,,chiffonfabric,chiffon,,print,0
149,1021375534,cute,low,4.5,L,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,1
150,549437715,Casual,Average,4.4,M,Summer,turndowncollor,sleevless,natural,chiffonfabric,chiffon,,solid,0
151,1097548715,vintage,Medium,0.0,S,Winter,turndowncollor,halfsleeve,natural,cotton,broadcloth,,plaid,0
152,578702321,Sexy,low,4.7,free,Summer,turndowncollor,sleevless,natural,cotton,,,solid,1
153,1155548915,vintage,High,0.0,L,Summer,o-neck,short,natural,cotton,,,print,0
154,1199064757,Casual,low,0.0,free,Spring,v-neck,threequarter,,silk,,lace,,1
155,1078994436,Sexy,Average,0.0,S,Automn,slash-neck,short,natural,,,lace,solid,0
156,949226757,Casual,Low,0.0,free,Spring,o-neck,short,natural,,,hollowout,solid,0
157,832191944,cute,Medium,5.0,free,Winter,o-neck,sleevless,natural,silk,,lace,solid,1
158,869572905,Casual,Low,4.7,free,Summer,o-neck,sleevless,,,,,print,0
159,896048351,Sexy,Low,4.8,free,Spring,v-neck,sleevless,,,,sequined,solid,1
160,854444464,Casual,Average,4.5,L,Winter,o-neck,short,natural,cotton,,bow,patchwork,0
161,1246749980,vintage,Average,0.0,S,Spring,o-neck,full,natural,mix,chiffon,embroidary,print,0
162,849613634,Casual,Average,3.7,free,Automn,boat-neck,full,,,,,solid,1
163,1019768234,vintage,Average,4.8,L,Winter,o-neck,sleevless,natural,cotton,,,patchwork,0
164,785830491,cute,Average,0.0,XL,Spring,boat-neck,full,,cotton,worsted,applique,dot,1
165,832391864,Casual,Average,0.0,L,Winter,open,short,natural,mix,poplin,applique,solid,1
166,1069595866,sexy,Medium,5.0,M,Winter,o-neck,sleevless,empire,polyster,,bow,solid,0
167,733715437,Brief,Average,4.9,free,Summer,slash-neck,sleevless,natural,,,,solid,0
168,828949946,Casual,High,4.9,S,Spring,o-neck,threequarter,natural,,,,dot,1
169,765264430,Brief,Average,4.6,free,Winter,o-neck,full,natural,mix,,sashes,solid,0
170,722020708,Casual,Low,4.5,free,Winter,o-neck,full,natural,mix,worsted,applique,solid,0
171,980295760,Casual,Low,4.8,XL,Summer,o-neck,short,empire,mix,chiffon,sashes,geometric,0
172,913978120,Sexy,Medium,4.6,L,Summer,o-neck,short,natural,spandex,jersey,lace,solid,0
173,1062354779,Casual,Average,4.5,M,Winter,v-neck,sleevless,natural,,chiffon,button,striped,0
174,1051749304,work,Average,0.0,S,Automn,o-neck,sleevless,natural,linen,,,patchwork,0
175,1206128856,Casual,Low,0.0,L,Winter,o-neck,sleevless,empire,polyster,,,leopard,0
176,956453735,cute,low,5.0,L,Winter,o-neck,threequarter,natural,silk,chiffon,sashes,print,0
177,767971724,Brief,Average,4.3,M,Spring,o-neck,full,natural,mix,worsted,sequined,patchwork,1
178,722565148,Sexy,low,4.4,free,Automn,o-neck,full,empire,cotton,,,leopard,0
179,1167448608,cute,low,0.0,free,Summer,peterpan-collor,short,empire,cotton,broadcloth,applique,print,0
180,549159213,Casual,Average,4.5,free,Summer,o-neck,short,natural,cotton,,,solid,1
181,940918554,Sexy,low,4.7,M,Winter,slash-neck,sleevless,,nylon,,sashes,solid,1
182,522776523,Casual,low,4.7,free,Spring,o-neck,sleevless,empire,cotton,chiffon,,floral,0
183,658650071,Casual,Medium,4.8,M,Winter,peterpan-collor,short,natural,polyster,chiffon,lace,patchwork,0
184,560474456,Sexy,low,4.3,free,Winter,v-neck,sleevless,natural,silk,worsted,lace,solid,1
185,1150052066,bohemian,Average,0.0,L,Winter,turndowncollor,full,natural,mix,,,solid,0
186,929797706,Casual,Low,0.0,free,,o-neck,full,natural,cotton,,,patchwork,0
187,886351969,cute,Medium,4.8,free,Spring,slash-neck,sleevless,natural,polyster,chiffon,sashes,solid,1
188,1071947910,Sexy,Average,0.0,S,Automn,v-neck,sleevless,empire,cotton,,beading,solid,0
189,813753347,Casual,Low,4.6,S,Spring,o-neck,full,natural,cotton,,,solid,1
190,733134203,vintage,Medium,4.7,free,Spring,turndowncollor,sleevless,natural,mix,,lace,solid,1
191,851256794,work,low,4.7,free,Summer,o-neck,full,empire,cotton,,,solid,0
192,751049573,cute,Average,4.8,M,Summer,o-neck,short,natural,cotton,,rivet,solid,0
193,882490248,cute,Average,0.0,M,Summer,o-neck,short,natural,cotton,chiffon,,print,0
194,541172235,Casual,Average,4.7,M,winter,o-neck,full,,,,,animal,0
195,727676110,Casual,low,4.6,free,winter,o-neck,full,natural,polyster,,applique,solid,1
196,891631697,party,Average,5.0,free,Summer,v-neck,sleevless,,,,,,0
197,1059306768,Casual,Average,0.0,free,Summer,v-neck,sleevless,natural,cotton,chiffon,,patchwork,0
198,764321904,Sexy,Average,5.0,L,winter,o-neck,threequarter,natural,polyster,,lace,geometric,0
199,902108125,Sexy,Average,4.8,free,Winter,o-neck,sleevless,natural,polyster,,embroidary,solid,0
200,874397327,Casual,Average,4.7,S,Summer,v-neck,short,natural,cotton,,,dot,0
201,861698160,Casual,Average,4.1,M,Automn,v-neck,full,,,chiffon,sashes,,1
202,981437831,Casual,Average,5.0,XL,Automn,o-neck,short,natural,chiffonfabric,chiffon,,,0
203,1036456647,Sexy,Average,5.0,M,Summer,v-neck,sleevless,empire,cotton,,sequined,solid,1
204,951280194,work,Average,4.6,L,Summer,slash-neck,short,natural,cotton,,,solid,0
205,1079373429,Casual,Average,4.5,M,Summer,peterpan-collor,sleevless,,,,,,0
206,747381880,vintage,Average,4.5,L,Automn,o-neck,sleevless,empire,,worsted,,solid,0
207,1099363892,Casual,Average,0.0,M,Summer,o-neck,threequarter,natural,nylon,broadcloth,,solid,1
208,941333009,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,cotton,worsted,,print,0
209,819651586,bohemian,Low,4.7,free,Winter,o-neck,short,natural,nylon,,sashes,print,0
210,1043590098,Casual,low,5.0,free,Spring,slash-neck,sleevless,empire,spandex,,,striped,1
211,1091666465,Casual,Average,5.0,M,Winter,o-neck,sleevless,natural,,chiffon,sashes,solid,1
212,863336720,Casual,Average,4.3,free,Summer,o-neck,sleevless,natural,cotton,worsted,,striped,0
213,771972560,work,low,4.5,M,Winter,v-neck,threequarter,,,,,patchwork,0
214,756492184,Casual,Average,4.3,S,Spring,boat-neck,full,natural,cotton,,lace,patchwork,1
215,1097157656,Casual,Average,4.4,L,Automn,o-neck,halfsleeve,natural,,dobby,lace,animal,0
216,573923366,sexy,Low,4.3,M,Automn,open,short,natural,lace,,lace,print,0
217,756620535,Casual,Low,4.6,free,Summer,o-neck,full,natural,cotton,worsted,lace,solid,1
218,765350508,Casual,low,4.6,L,Winter,o-neck,full,,cotton,,,,0
219,968294356,Casual,Average,4.6,M,Spring,o-neck,sleevless,natural,,chiffon,sashes,solid,1
220,1017678811,Casual,low,0.0,free,Automn,peterpan-collor,threequarter,empire,,,,,0
221,933231033,Casual,Average,4.7,S,Spring,o-neck,halfsleeve,empire,,chiffon,,,1
222,1199765487,Casual,Average,0.0,S,Summer,o-neck,sleevless,empire,cotton,,,solid,0
223,965817793,Casual,low,4.8,free,Summer,o-neck,sleevless,natural,cotton,,,print,1
224,1074432879,Casual,Average,5.0,S,Winter,o-neck,sleevless,empire,polyster,chiffon,,plaid,0
225,1132858821,Sexy,very-high,0.0,free,Winter,v-neck,sleevless,natural,polyster,knitting,,solid,0
226,905732124,Casual,low,4.4,free,Summer,o-neck,sleevless,natural,polyster,,sashes,print,0
227,711045472,Casual,Average,4.8,M,Automn,v-neck,short,,,chiffon,embroidary,print,1
228,923983419,Casual,Average,5.0,free,Summer,v-neck,sleevless,,modal,,,patchwork,0
229,733025646,Sexy,low,4.8,M,Automn,v-neck,full,natural,cotton,,,print,1
230,720099861,Casual,Average,4.6,free,Winter,v-neck,full,natural,cotton,flannel,,striped,0
231,923915314,Casual,Average,4.6,M,Winter,v-neck,full,natural,chiffonfabric,chiffon,,,0
232,1077555214,Casual,low,5.0,S,Spring,o-neck,sleevless,natural,chiffonfabric,,,print,0
233,1216538883,cute,Average,0.0,M,Winter,o-neck,short,natural,polyster,chiffon,sashes,solid,0
234,531254082,Casual,low,4.8,free,Spring,o-neck,sleevless,,chiffonfabric,chiffon,,print,1
235,890279029,Casual,Average,4.6,M,Automn,o-neck,short,empire,polyster,,applique,dot,0
236,995964089,bohemian,Average,5.0,M,Spring,slash-neck,sleevless,empire,,chiffon,ruffles,solid,1
237,868453353,Casual,Low,4.9,free,winter,o-neck,sleevless,empire,silk,,sashes,print,1
238,1024954013,Casual,Average,4.7,L,Summer,o-neck,sleevless,natural,silk,chiffon,beading,solid,0
239,685606338,Casual,Medium,4.6,M,winter,o-neck,full,natural,cashmere,,,solid,1
240,877962269,Casual,Average,4.7,M,winter,v-neck,sleevless,empire,polyster,chiffon,applique,print,0
241,995644296,Sexy,Average,4.7,M,winter,v-neck,sleevless,natural,polyster,broadcloth,,patchwork,0
242,1066273951,Casual,Average,3.5,M,winter,v-neck,short,natural,,,,solid,0
243,822176645,Casual,Average,4.8,M,winter,o-neck,threequarter,natural,,,,print,1
244,659466129,Casual,Average,0.0,M,winter,o-neck,full,natural,cotton,jersey,feathers,solid,1
245,694493217,Casual,low,4.6,M,Summer,o-neck,sleevless,natural,cotton,,sashes,striped,0
246,793162246,Casual,Average,4.7,L,Spring,v-neck,halfsleeve,natural,,broadcloth,,print,1
247,817945281,Casual,low,4.5,free,Summer,o-neck,full,natural,cotton,,button,solid,0
248,920902282,Casual,Average,4.7,M,Summer,o-neck,sleevless,natural,polyster,,,character,0
